Frame,MembranePotential,Spikes,Collision,TotalSpikes,MotionEnergy,SFA,Prediction
1,42914.832,1,0,1,3.2411,0.9411,0
2,42914.832,1,0,2,3.2411,0.9411,0
3,834.2798,0,0,0,10.3831,0.5,0
4,834.2798,0,0,0,10.3831,0.5,0
5,860.1185,0,0,0,9.795,0.5198,0
6,860.1185,0,0,0,9.795,0.5198,0
7,0.0,0,0,0,15.5903,0.5,0
8,0.0,0,0,0,15.5903,0.5,0
9,0.0,0,0,0,23.5428,0.5,0
10,0.0,0,0,0,23.5428,0.5,0
11,0.0,0,0,0,18.1738,0.5,0
12,0.0,0,0,0,18.1738,0.5,0
13,0.0,0,0,0,19.1941,0.5,0
14,0.0,0,0,0,19.1941,0.5,0
15,0.0,0,0,0,16.3267,0.5,0
16,0.0,0,0,0,16.3267,0.5,0
17,0.0,0,0,0,13.1325,0.5,0
18,0.0,0,0,0,13.1325,0.5,0
19,0.0,0,0,0,18.4652,0.5,0
20,0.0,0,0,0,18.4652,0.5,0
21,0.0,0,0,0,25.5957,0.5,0
22,0.0,0,0,0,25.5957,0.5,0
23,0.0,0,0,0,18.6763,0.5,0
24,0.0,0,0,0,18.6763,0.5,0
25,0.0,0,0,0,22.7335,0.5,0
26,0.0,0,0,0,22.7335,0.5,0
27,0.0,0,0,0,28.669,0.5,0
28,0.0,0,0,0,28.669,0.5,0
29,0.0,0,0,0,33.6118,0.5,0
