Frame,MembranePotential,Spikes,Collision,TotalSpikes,MotionEnergy,SFA,Prediction
1,0.0,0,0,0,0.0,0.5,0
2,0.0,0,0,0,0.0,0.5,0
3,0.0,0,0,0,0.0,0.5,0
4,0.0,0,0,0,0.0,0.5,0
5,0.0,0,0,0,0.0,0.5,0
6,0.0,0,0,0,0.0,0.5,0
7,0.0,0,0,0,0.0,0.5,0
8,0.0,0,0,0,0.0,0.5,0
9,0.0,0,0,0,0.5689,0.5,0
10,0.0,0,0,0,0.5689,0.5,0
11,0.0,0,0,0,2.9344,0.5,0
12,0.0,0,0,0,2.9344,0.5,0
13,0.0,0,0,0,6.9382,0.5,0
14,0.0,0,0,0,6.9382,0.5,0
15,0.0,0,0,0,18.9665,0.5,0
16,0.0,0,0,0,18.9665,0.5,0
17,0.0,0,0,0,20.7768,0.5,0
18,0.0,0,0,0,20.7768,0.5,0
19,0.0,0,0,0,19.7295,0.5,0
20,0.0,0,0,0,19.7295,0.5,0
21,0.0,0,0,0,17.6145,0.5,0
22,0.0,0,0,0,17.6145,0.5,0
23,0.0,0,0,0,14.6049,0.5,0
24,0.0,0,0,0,14.6049,0.5,0
25,0.0,0,0,0,11.3342,0.5,0
26,0.0,0,0,0,11.3342,0.5,0
27,0.0,0,0,0,8.367,0.5,0
28,0.0,0,0,0,8.367,0.5,0
29,0.0,0,0,0,5.2419,0.5,0
