Frame,MembranePotential,Spikes,Collision,TotalSpikes,MotionEnergy,SFA,Prediction
1,0.0,0,0,0,0.0,0.5,0
2,0.0,1,0,1,0.0,0.5,0
3,49434.9688,1,0,2,3.0785,0.9412,0
4,49434.9688,1,0,3,3.0785,0.9412,0
5,21742.1016,1,0,4,4.862,0.8293,0
6,21742.1016,0,0,0,4.862,0.8293,0
7,12897.418,0,0,0,5.1404,0.701,0
8,12897.418,0,0,0,5.1404,0.701,0
9,16036.3203,1,0,1,5.4282,0.9228,0
10,16036.3203,1,0,2,5.4282,0.9228,0
11,26200.7754,1,0,3,4.6823,0.8845,0
12,26200.7754,1,0,4,4.6823,0.8845,0
13,42105.8008,1,0,5,6.6215,0.785,0
14,42105.8008,0,0,0,6.6215,0.785,0
15,11188.2686,0,0,0,7.0961,0.6409,0
16,11188.2686,1,0,1,7.0961,0.6409,0
17,5241.7271,0,0,0,9.2818,0.6811,0
18,5241.7271,1,0,1,9.2818,0.6811,0
19,1992.2244,0,0,0,10.0464,0.5349,0
20,1992.2244,0,0,0,10.0464,0.5349,0
21,1306.0026,0,0,0,10.7233,0.5005,0
22,1306.0026,0,0,0,10.7233,0.5005,0
23,220.9627,0,0,0,12.0877,0.5,0
24,220.9627,0,0,0,12.0877,0.5,0
25,220.6698,0,0,0,13.5181,0.5,0
26,220.6698,0,0,0,13.5181,0.5,0
27,0.0,0,0,0,13.2679,0.5,0
28,0.0,0,0,0,13.2679,0.5,0
29,0.0,0,0,0,13.9384,0.5,0
