Frame,MembranePotential,Spikes,Collision,TotalSpikes,MotionEnergy,SFA,Prediction
1,16592.9375,1,0,1,0.8218,0.9251,0
2,16592.9375,1,0,2,0.8218,0.9251,0
3,13476.1973,1,0,3,2.1956,0.8028,0
4,13476.1973,0,0,0,2.1956,0.8028,0
5,13463.2422,0,0,0,3.2861,0.711,0
6,13463.2422,0,0,0,3.2861,0.711,0
7,13463.0078,0,0,0,3.7497,0.6298,0
8,13463.0078,0,0,0,3.7497,0.6298,0
9,13463.0078,0,0,0,3.9341,0.5579,0
10,13463.0078,0,0,0,3.9341,0.5579,0
11,13381.5723,0,0,0,4.0282,0.5,0
12,13381.5723,0,0,0,4.0282,0.5,0
13,13300.7568,0,0,0,4.0518,0.5,0
14,13300.7568,0,0,0,4.0518,0.5,0
15,15284.1719,1,0,1,4.7256,0.9192,0
16,15284.1719,1,0,2,4.7256,0.9192,0
17,12523.4775,1,0,3,4.3305,0.8989,0
18,12523.4775,1,0,4,4.3305,0.8989,0
19,13003.0391,1,0,5,4.1579,0.8504,0
20,13003.0391,1,0,6,4.1579,0.8504,0
21,13195.2256,0,0,0,4.0836,0.7549,0
22,13195.2256,0,0,0,4.0836,0.7549,0
23,13283.9697,0,0,0,4.0529,0.6694,0
24,13283.9697,0,0,0,4.0529,0.6694,0
25,13382.4004,0,0,0,4.0603,0.5937,0
26,13382.4004,0,0,0,4.0603,0.5937,0
27,7070.7998,0,0,0,3.8728,0.5,0
28,7070.7998,0,0,0,3.8728,0.5,0
29,1786.8491,0,0,0,3.3318,0.5,0
