Frame,MembranePotential,Spikes,Collision,TotalSpikes,MotionEnergy,SFA,Prediction
1,9935.585,1,0,1,0.7955,0.8647,0
2,9935.585,0,0,0,0.7955,0.8647,0
3,14083.2891,1,0,1,2.2963,0.9119,0
4,14083.2891,0,0,0,2.2963,0.9119,0
5,7622.4937,1,0,1,2.2575,0.8145,0
6,7622.4937,1,0,2,2.2575,0.8145,0
7,7145.3208,0,0,0,2.6679,0.7475,0
8,7145.3208,1,0,1,2.6679,0.7475,0
9,7165.8936,0,0,0,2.8271,0.7481,0
10,7165.8936,1,0,1,2.8271,0.7481,0
11,14116.1855,1,0,2,3.1121,0.9121,0
12,14116.1855,0,0,0,3.1121,0.9121,0
13,7610.8013,1,0,1,2.5924,0.8142,0
14,7610.8013,1,0,2,2.5924,0.8142,0
15,7145.188,0,0,0,2.8044,0.7475,0
16,7145.188,1,0,1,2.8044,0.7475,0
17,7145.2041,0,0,0,2.892,0.7475,0
18,7145.2041,1,0,1,2.892,0.7475,0
19,14081.8799,1,0,2,3.161,0.9119,0
20,14081.8799,0,0,0,3.161,0.9119,0
21,7646.6372,1,0,1,2.5995,0.8151,0
22,7646.6372,1,0,2,2.5995,0.8151,0
23,7152.0664,0,0,0,2.7822,0.7477,0
24,7152.0664,1,0,1,2.7822,0.7477,0
25,7097.0107,0,0,0,2.8782,0.7461,0
26,7097.0107,1,0,1,2.8782,0.7461,0
27,14022.2686,1,0,2,3.1537,0.9115,0
28,14022.2686,0,0,0,3.1537,0.9115,0
29,14010.9521,1,0,1,3.2675,0.9114,0
