Frame,MotionEnergy,Prediction
1,0.0,0
2,0.0,0
3,129605.0,1
4,129580.0,1
5,0.0,0
6,129580.0,1
7,129580.0,1
8,0.0,0
9,129580.0,1
10,129580.0,1
11,0.0,0
12,129580.0,1
13,129580.0,1
14,0.0,0
15,129605.0,1
16,129605.0,1
17,129605.0,1
18,0.0,0
19,129605.0,1
20,129605.0,1
21,0.0,0
22,129605.0,1
23,129605.0,1
24,0.0,0
25,129605.0,1
26,129605.0,1
27,0.0,0
28,129580.0,1
29,129580.0,1
30,129580.0,1
