Frame,MotionEnergy,Prediction
1,0.0,0
2,0.0,0
3,0.0,0
4,0.0,0
5,0.0,0
6,0.0,0
7,0.0,0
8,0.0,0
9,0.0,0
10,0.0,0
11,0.0,0
12,0.0,0
13,0.0,0
14,0.0,0
15,61738.0,1
16,246.0,0
17,673.0,0
18,-731.0,0
19,-1208.0,1
20,30.0,0
21,-527.0,0
22,-261.0,0
23,253.0,0
24,-1829.0,1
25,-739.0,0
26,-261.0,0
27,1255.0,1
28,-268.0,0
29,1288.0,1
30,-2022.0,1
