Frame,MotionEnergy,Prediction
1,0.0,0
2,257821.0,1
3,193517.0,1
4,193010.0,1
5,193536.0,1
6,-954.0,0
7,-194280.0,1
8,-192776.0,1
9,192832.0,1
10,-194279.0,1
11,1475.0,1
12,192790.0,1
13,-191516.0,1
14,192282.0,1
15,-129474.0,1
16,189997.0,1
17,-129978.0,1
18,-129291.0,1
19,-194280.0,1
20,-194318.0,1
21,194561.0,1
22,191834.0,1
23,-193555.0,1
24,2962.0,1
25,-128560.0,1
26,-190747.0,1
27,-127276.0,1
28,-128561.0,1
29,-63509.0,1
30,0.0,0
