Frame,MotionEnergy,Prediction
1,0.0,0
2,0.0,0
3,-130789.0,1
4,126773.0,1
5,130058.0,1
6,127796.0,1
7,-2268.0,1
8,-126014.0,1
9,-127028.0,1
10,3444.0,1
11,3343.0,1
12,1883.0,1
13,265.0,0
14,130542.0,1
15,-128759.0,1
16,-1462.0,1
17,128508.0,1
18,-128261.0,1
19,952.0,0
20,-129782.0,1
21,-829.0,0
22,127275.0,1
23,-129279.0,1
24,-129786.0,1
25,125005.0,1
26,128022.0,1
27,757.0,0
28,-128241.0,1
29,1981.0,1
30,64766.0,1
