Frame,MotionEnergy,Prediction
1,0.0,0
2,1256.0,1
3,1256.0,1
4,1256.0,1
5,1256.0,1
6,1256.0,1
7,1265.0,1
8,1520.0,1
9,1521.0,1
10,1509.0,1
11,1531.0,1
12,1513.0,1
13,503.0,0
14,-508.0,0
15,-12.0,0
16,-12.0,0
17,508.0,0
18,-1492.0,1
19,247.0,0
20,-985.0,0
21,-1512.0,1
22,1726.0,1
23,232.0,0
24,2805.0,1
25,-2284.0,1
26,767.0,0
27,-919.0,0
28,-3036.0,1
29,-1016.0,1
30,0.0,0
