Frame,MotionEnergy,Prediction
1,0.0,0
2,127792.0,1
3,127792.0,1
4,128529.0,1
5,128044.0,1
6,128042.0,1
7,128781.0,1
8,128038.0,1
9,129289.0,1
10,129558.0,1
11,129558.0,1
12,129795.0,1
13,128285.0,1
14,127792.0,1
15,128529.0,1
16,127792.0,1
17,128529.0,1
18,127792.0,1
19,127792.0,1
20,128529.0,1
21,127788.0,1
22,129558.0,1
23,129795.0,1
24,129558.0,1
25,129533.0,1
26,128049.0,1
27,128049.0,1
28,129552.0,1
29,128049.0,1
30,129552.0,1
