Frame,MotionEnergy,Prediction
1,0.0,0
2,191792.0,1
3,-129252.0,1
4,-130493.0,1
5,-126989.0,1
6,123521.0,1
7,129807.0,1
8,-254457.0,1
9,128059.0,1
10,-189105.0,1
11,128253.0,1
12,258119.0,1
13,-256799.0,1
14,-190497.0,1
15,192308.0,1
16,-129525.0,1
17,-129538.0,1
18,-129533.0,1
19,126744.0,1
20,-2479.0,1
21,-129293.0,1
22,193054.0,1
23,-2206.0,1
24,127816.0,1
25,256548.0,1
26,130311.0,1
27,725.0,0
28,4233.0,1
29,-60038.0,1
30,-129324.0,1
