Frame,MotionEnergy,Prediction
1,0.0,0
2,65030.0,1
3,65024.0,1
4,126992.0,1
5,124376.0,1
6,127984.0,1
7,128708.0,1
8,128961.0,1
9,124890.0,1
10,128961.0,1
11,129539.0,1
12,128086.0,1
13,129285.0,1
14,128529.0,1
15,128529.0,1
16,127792.0,1
17,128529.0,1
18,128529.0,1
19,128529.0,1
20,128544.0,1
21,129793.0,1
22,129793.0,1
23,129052.0,1
24,129793.0,1
25,130046.0,1
26,129030.0,1
27,128294.0,1
28,130042.0,1
29,66035.0,1
30,65027.0,1
