Frame,MotionEnergy,Prediction
1,0.0,0
2,-1248.0,1
3,0.0,0
4,37.0,0
5,0.0,0
6,-426.0,0
7,0.0,0
8,330.0,0
9,0.0,0
10,-2557.0,1
11,0.0,0
12,0.0,0
13,-2014.0,1
14,0.0,0
15,-1451.0,1
16,0.0,0
17,1221.0,1
18,0.0,0
19,767.0,0
20,0.0,0
21,0.0,0
22,-761.0,0
23,0.0,0
24,-1695.0,1
25,-2290.0,1
26,1508.0,1
27,0.0,0
28,24.0,0
29,-507.0,0
30,0.0,0
