Frame,MotionEnergy,Prediction
1,0.0,0
2,64776.0,1
3,64774.0,1
4,64774.0,1
5,63769.0,1
6,127513.0,1
7,127513.0,1
8,128013.0,1
9,128519.0,1
10,128519.0,1
11,128519.0,1
12,129031.0,1
13,129539.0,1
14,129552.0,1
15,129552.0,1
16,129287.0,1
17,129552.0,1
18,129552.0,1
19,129552.0,1
20,129548.0,1
21,129548.0,1
22,129548.0,1
23,129548.0,1
24,129548.0,1
25,129023.0,1
26,127764.0,1
27,64263.0,1
28,65023.0,1
29,65023.0,1
30,65025.0,1
