Frame,MotionEnergy,Prediction
1,0.0,0
2,0.0,0
3,0.0,0
4,0.0,0
5,0.0,0
6,0.0,0
7,0.0,0
8,0.0,0
9,0.0,0
10,0.0,0
11,0.0,0
12,0.0,0
13,0.0,0
14,0.0,0
15,0.0,0
16,0.0,0
17,452.0,0
18,450.0,0
19,499.0,0
20,-446.0,0
21,-172.0,0
22,-286.0,0
23,508.0,0
24,-14.0,0
25,503.0,0
26,2028.0,1
27,753.0,0
28,753.0,0
29,1530.0,1
30,781.0,0
