Frame,MotionEnergy,Prediction
1,0.0,0
2,-191767.0,1
3,-1251.0,1
4,130282.0,1
5,1484.0,1
6,-192295.0,1
7,191773.0,1
8,2309.0,1
9,-485.0,0
10,-192984.0,1
11,-192562.0,1
12,-193796.0,1
13,192277.0,1
14,-194312.0,1
15,-192804.0,1
16,-128752.0,1
17,126042.0,1
18,130503.0,1
19,-125478.0,1
20,64296.0,1
21,-129323.0,1
22,127755.0,1
23,128562.0,1
24,-129318.0,1
25,127783.0,1
26,63008.0,1
27,-64262.0,1
28,-127280.0,1
29,63255.0,1
30,-1273.0,1
