Frame,MotionEnergy,Prediction
1,0.0,0
2,-3796.0,1
3,-1260.0,1
4,238.0,0
5,3.0,0
6,488.0,0
7,-753.0,0
8,-502.0,0
9,299.0,0
10,-3014.0,1
11,-1044.0,1
12,1781.0,1
13,1803.0,1
14,0.0,0
15,-218.0,0
16,-2024.0,1
17,-61706.0,1
18,2782.0,1
19,-117.0,0
20,0.0,0
21,0.0,0
22,0.0,0
23,0.0,0
24,0.0,0
25,0.0,0
26,0.0,0
27,0.0,0
28,0.0,0
29,0.0,0
30,0.0,0
