Frame,MotionEnergy,Prediction
1,0.0,0
2,-1986.0,1
3,-2248.0,1
4,-15.0,0
5,306.0,0
6,1233.0,1
7,-791.0,0
8,686.0,0
9,-2017.0,1
10,-1319.0,1
11,9.0,0
12,9.0,0
13,-1018.0,1
14,1004.0,1
15,-1017.0,1
16,9.0,0
17,0.0,0
18,0.0,0
19,0.0,0
20,0.0,0
21,0.0,0
22,0.0,0
23,0.0,0
24,0.0,0
25,0.0,0
26,0.0,0
27,0.0,0
28,0.0,0
29,0.0,0
30,0.0,0
