Frame,MotionEnergy,Prediction
1,0.0,0
2,0.0,0
3,0.0,0
4,0.0,0
5,0.0,0
6,0.0,0
7,0.0,0
8,0.0,0
9,0.0,0
10,0.0,0
11,61009.0,1
12,4929.0,1
13,525.0,0
14,264.0,0
15,-2336.0,1
16,-223.0,0
17,3207.0,1
18,762.0,0
19,-2725.0,1
20,12.0,0
21,-752.0,0
22,1756.0,1
23,-1515.0,1
24,-1521.0,1
25,1310.0,1
26,-1021.0,1
27,-2502.0,1
28,-27.0,0
29,251.0,0
30,504.0,0
